activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,669727,[],CHEMBL873999,Antiviral activity against Influenza virus (A/Sweden/3/50/ (H1N1)) in dog kidney (MDCK) cells expressed.,F,BAO_0000190,BAO_0000218,organism-based format,CCOc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1F,,,CHEMBL1126663,J. Med. Chem.,1993,,CHEMBL3143534,,CHEMBL3143534,4.54,False,http://www.openphacts.org/units/Nanomolar,29043,=,1,True,=,,IC50,nM,,29000.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,29.0
Not Determined,670844,[],CHEMBL697075,Concentration required for reduction of plaque against influenza A; Not determined,F,BAO_0000190,BAO_0000218,organism-based format,CCCN(CCc1ccccc1)C(=O)[C@@H]1OC(C(=O)O)=C[C@@H](O)[C@H]1NC(C)=O,,,CHEMBL1134218,Bioorg. Med. Chem. Lett.,2001,,CHEMBL350837,,CHEMBL350837,,False,,313068,,1,False,,,IC50,,,,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ug ml-1,,,
Not Determined,670848,[],CHEMBL697075,Concentration required for reduction of plaque against influenza A; Not determined,F,BAO_0000190,BAO_0000218,organism-based format,CCCN(CCC)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](N)[C@H]1NC(=O)C(C)C,,,CHEMBL1134218,Bioorg. Med. Chem. Lett.,2001,,CHEMBL346548,,CHEMBL346548,,False,,313075,,1,False,,,IC50,,,,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ug ml-1,,,
,682664,[],CHEMBL802978,Inhibitory activity against sialidase of influenza A,F,BAO_0000190,BAO_0000218,organism-based format,CC(=O)N[C@@H]1[C@@H](O)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,,,CHEMBL1131952,Bioorg. Med. Chem. Lett.,1999,,CHEMBL96712,NEU5AC2EN,CHEMBL96712,5.55,False,http://www.openphacts.org/units/Nanomolar,305991,=,1,True,=,,IC50,nM,,2800.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,2.8
,698907,[],CHEMBL802978,Inhibitory activity against sialidase of influenza A,F,BAO_0000190,BAO_0000218,organism-based format,CCC(CC)O[C@@H]1C=C(C(=O)O)[C@@H]2CC[C@@]1(C(=O)OC)[C@H]2O,,,CHEMBL1131952,Bioorg. Med. Chem. Lett.,1999,,CHEMBL345872,,CHEMBL345872,4.00,False,http://www.openphacts.org/units/Nanomolar,305990,=,1,True,=,,IC50,nM,,99000.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,99.0
,700231,[],CHEMBL802978,Inhibitory activity against sialidase of influenza A,F,BAO_0000190,BAO_0000218,organism-based format,CCC(CC)O[C@@H]1C=C(C(=O)O)[C@@H]2CC[C@@]1(C(=O)O)[C@H]2O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1131952,Bioorg. Med. Chem. Lett.,1999,,CHEMBL155186,,CHEMBL155186,,False,http://www.openphacts.org/units/Nanomolar,305993,>,1,True,>,,IC50,nM,,670000.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,670.0
,713142,[],CHEMBL802978,Inhibitory activity against sialidase of influenza A,F,BAO_0000190,BAO_0000218,organism-based format,CCC(CC)O[C@@H]1C=C(C(=O)O)[C@@H]2CC[C@@]1(NC(C)=O)[C@H]2O,,,CHEMBL1131952,Bioorg. Med. Chem. Lett.,1999,,CHEMBL154991,,CHEMBL154991,4.10,False,http://www.openphacts.org/units/Nanomolar,305992,=,1,True,=,,IC50,nM,,80000.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,80.0
,828116,[],CHEMBL699366,In vitro antiviral activity against Influenza A.,F,BAO_0000190,BAO_0000218,organism-based format,CCCO[C@H](CC)[C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,,,CHEMBL1135181,Bioorg. Med. Chem. Lett.,2002,,CHEMBL431323,,CHEMBL1185748,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98761,=,1,True,=,,IC50,ug.mL-1,,0.009,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,9.0
,829259,[],CHEMBL699366,In vitro antiviral activity against Influenza A.,F,BAO_0000190,BAO_0000218,organism-based format,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](OCCN=[N+]=[N-])[C@H](O)CO.O=C(O)C(F)(F)F,,,CHEMBL1135181,Bioorg. Med. Chem. Lett.,2002,,CHEMBL61018,,CHEMBL1179112,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98765,=,1,True,=,,IC50,ug.mL-1,,0.0015,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,1.5
,833791,[],CHEMBL699366,In vitro antiviral activity against Influenza A.,F,BAO_0000190,BAO_0000218,organism-based format,CCCCCCCCO[C@H]([C@H](O)CO)[C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,,,CHEMBL1135181,Bioorg. Med. Chem. Lett.,2002,,CHEMBL58264,,CHEMBL1179072,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98756,=,1,True,=,,IC50,ug.mL-1,,0.0018,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,1.8
,837486,[],CHEMBL699366,In vitro antiviral activity against Influenza A.,F,BAO_0000190,BAO_0000218,organism-based format,CCO[C@H]([C@H](O)CO)[C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,,,CHEMBL1135181,Bioorg. Med. Chem. Lett.,2002,,CHEMBL56859,,CHEMBL1179048,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98754,=,1,True,=,,IC50,ug.mL-1,,0.0007,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,0.7
,837490,[],CHEMBL699366,In vitro antiviral activity against Influenza A.,F,BAO_0000190,BAO_0000218,organism-based format,CC(=O)NCCO[C@H]([C@H](O)CO)[C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,,,CHEMBL1135181,Bioorg. Med. Chem. Lett.,2002,,CHEMBL56541,,CHEMBL292162,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98763,=,1,True,=,,IC50,ug.mL-1,,0.0024,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,2.4
,839816,[],CHEMBL699366,In vitro antiviral activity against Influenza A.,F,BAO_0000190,BAO_0000218,organism-based format,CCCCCCCCCCCCO[C@H](CC)[C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,,,CHEMBL1135181,Bioorg. Med. Chem. Lett.,2002,,CHEMBL431743,,CHEMBL1185762,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98758,>,1,True,>,,IC50,ug.mL-1,,0.05,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,50.0
,841180,[],CHEMBL699366,In vitro antiviral activity against Influenza A.,F,BAO_0000190,BAO_0000218,organism-based format,CCCCCO[C@H](CC)[C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,,,CHEMBL1135181,Bioorg. Med. Chem. Lett.,2002,,CHEMBL57057,,CHEMBL1179052,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98760,=,1,True,=,,IC50,ug.mL-1,,0.0038,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,3.8
,844849,[],CHEMBL699366,In vitro antiviral activity against Influenza A.,F,BAO_0000190,BAO_0000218,organism-based format,CCO[C@H](CC)[C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,,,CHEMBL1135181,Bioorg. Med. Chem. Lett.,2002,,CHEMBL299239,,CHEMBL1183476,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98762,=,1,True,=,,IC50,ug.mL-1,,0.016,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,16.0
,846091,[],CHEMBL699366,In vitro antiviral activity against Influenza A.,F,BAO_0000190,BAO_0000218,organism-based format,CCCCCO[C@H]([C@H](O)CO)[C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,,,CHEMBL1135181,Bioorg. Med. Chem. Lett.,2002,,CHEMBL58650,,CHEMBL1179074,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98770,=,1,True,=,,IC50,ug.mL-1,,0.002,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,2.0
,848390,[],CHEMBL699366,In vitro antiviral activity against Influenza A.,F,BAO_0000190,BAO_0000218,organism-based format,CCCO[C@H]([C@H](O)CO)[C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,,,CHEMBL1135181,Bioorg. Med. Chem. Lett.,2002,,CHEMBL301211,,CHEMBL1183504,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98755,=,1,True,=,,IC50,ug.mL-1,,0.0015,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,1.5
,849542,[],CHEMBL699366,In vitro antiviral activity against Influenza A.,F,BAO_0000190,BAO_0000218,organism-based format,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](OCC1CCCCC1)[C@H](O)CO.O=C(O)C(F)(F)F,,,CHEMBL1135181,Bioorg. Med. Chem. Lett.,2002,,CHEMBL291455,,CHEMBL1183343,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98768,=,1,True,=,,IC50,ug.mL-1,,0.003,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,3.0
,851774,[],CHEMBL699366,In vitro antiviral activity against Influenza A.,F,BAO_0000190,BAO_0000218,organism-based format,CO[C@H]([C@H](O)CO)[C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,,,CHEMBL1135181,Bioorg. Med. Chem. Lett.,2002,,CHEMBL436160,,CHEMBL466246,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98753,=,1,True,=,,IC50,ug.mL-1,,0.003,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,3.0
,856204,[],CHEMBL699372,Inhibitory concentration by Plaque reduction assay; range-1.9-20,F,BAO_0000190,BAO_0000218,organism-based format,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO.O=C(O)C(F)(F)F,,,CHEMBL1135181,Bioorg. Med. Chem. Lett.,2002,,CHEMBL57705,ZANAMIVIR TFA,CHEMBL222813,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98752,=,1,True,=,,IC50,ug.mL-1,,0.0019,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,1.9
,856208,[],CHEMBL699371,Inhibitory concentration by Plaque reduction assay; range-1.9-12,F,BAO_0000190,BAO_0000218,organism-based format,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO.O=C(O)C(F)(F)F,,,CHEMBL1135181,Bioorg. Med. Chem. Lett.,2002,,CHEMBL57705,ZANAMIVIR TFA,CHEMBL222813,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98752,=,1,True,=,,IC50,ug.mL-1,,0.0019,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,1.9
,856212,[],CHEMBL699366,In vitro antiviral activity against Influenza A.,F,BAO_0000190,BAO_0000218,organism-based format,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](OCCN)[C@H](O)CO.O=C(O)C(F)(F)F,,,CHEMBL1135181,Bioorg. Med. Chem. Lett.,2002,,CHEMBL57020,,CHEMBL1179050,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98764,=,1,True,=,,IC50,ug.mL-1,,0.0075,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,7.5
,857292,[],CHEMBL699366,In vitro antiviral activity against Influenza A.,F,BAO_0000190,BAO_0000218,organism-based format,CCCCCCCCCCCCO[C@H]([C@H](O)CO)[C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,,,CHEMBL1135181,Bioorg. Med. Chem. Lett.,2002,,CHEMBL300145,,CHEMBL1183488,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98769,=,1,True,=,,IC50,ug.mL-1,,0.0022,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,2.2
,857296,[],CHEMBL699366,In vitro antiviral activity against Influenza A.,F,BAO_0000190,BAO_0000218,organism-based format,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](OCCC1CCCCC1)[C@H](O)CO.O=C(O)C(F)(F)F,,,CHEMBL1135181,Bioorg. Med. Chem. Lett.,2002,,CHEMBL57652,,CHEMBL1179062,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98767,=,1,True,=,,IC50,ug.mL-1,,0.0019,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,1.9
,858596,[],CHEMBL699366,In vitro antiviral activity against Influenza A.,F,BAO_0000190,BAO_0000218,organism-based format,CCCCCCCCCCCCCCO[C@H]([C@H](O)CO)[C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,,,CHEMBL1135181,Bioorg. Med. Chem. Lett.,2002,,CHEMBL57469,,CHEMBL1179059,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98757,=,1,True,=,,IC50,ug.mL-1,,0.011,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,11.0
,859769,[],CHEMBL699366,In vitro antiviral activity against Influenza A.,F,BAO_0000190,BAO_0000218,organism-based format,CCCCCCCCO[C@H](CC)[C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,,,CHEMBL1135181,Bioorg. Med. Chem. Lett.,2002,,CHEMBL56664,,CHEMBL1179046,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98759,=,1,True,=,,IC50,ug.mL-1,,0.04,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,40.0
,860771,[],CHEMBL699366,In vitro antiviral activity against Influenza A.,F,BAO_0000190,BAO_0000218,organism-based format,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](OCCO)[C@H](O)CO.O=C(O)C(F)(F)F,,,CHEMBL1135181,Bioorg. Med. Chem. Lett.,2002,,CHEMBL57651,,CHEMBL1179061,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98766,=,1,True,=,,IC50,ug.mL-1,,0.0018,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,1.8
,909906,[],CHEMBL698770,In vitro antiinfluenza activity against influenza virus A strain,F,BAO_0000190,BAO_0000218,organism-based format,Cc1nc(NCCc2cccc(N3CCCC3)c2)c2cc[nH]c2n1,,,CHEMBL1128988,Bioorg. Med. Chem. Lett.,1996,,CHEMBL152644,,CHEMBL152644,4.62,False,http://www.openphacts.org/units/Nanomolar,299887,=,1,True,=,,IC50,nM,,23900.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,23.9
,910140,[],CHEMBL699365,Inhibition of plaque formation,F,BAO_0000190,BAO_0000218,organism-based format,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](N)[C@H](O)CO.O=C(O)C(F)(F)F,,,CHEMBL1135180,Bioorg. Med. Chem. Lett.,2002,,CHEMBL298834,,CHEMBL1183470,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98246,=,1,True,=,,IC50,ug.mL-1,,0.02,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,20.0
,910144,[],CHEMBL699365,Inhibition of plaque formation,F,BAO_0000190,BAO_0000218,organism-based format,CCC(=O)N[C@H]([C@H](O)CO)[C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,,,CHEMBL1135180,Bioorg. Med. Chem. Lett.,2002,,CHEMBL57127,,CHEMBL1179055,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98248,=,1,True,=,,IC50,ug.mL-1,,0.004,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,4.0
,915421,[],CHEMBL699365,Inhibition of plaque formation,F,BAO_0000190,BAO_0000218,organism-based format,CCO[C@H]([C@H](O)CO)[C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,,,CHEMBL1135180,Bioorg. Med. Chem. Lett.,2002,,CHEMBL56859,,CHEMBL1179048,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98245,=,1,True,=,,IC50,ug.mL-1,,0.0007,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,0.7
,919217,[],CHEMBL699369,Inhibition of plaque formation,F,BAO_0000190,BAO_0000218,organism-based format,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,,,CHEMBL1135180,Bioorg. Med. Chem. Lett.,2002,,CHEMBL222813,ZANAMIVIR,CHEMBL222813,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98244,=,1,True,=,,IC50,ug.mL-1,,0.001,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,1.0
,919221,[],CHEMBL699365,Inhibition of plaque formation,F,BAO_0000190,BAO_0000218,organism-based format,CCCCCCCC(=O)N[C@H]([C@H](O)CO)[C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,,,CHEMBL1135180,Bioorg. Med. Chem. Lett.,2002,,CHEMBL56658,,CHEMBL1179045,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98247,=,1,True,=,,IC50,ug.mL-1,,0.1,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,100.0
,923706,[],CHEMBL698770,In vitro antiinfluenza activity against influenza virus A strain,F,BAO_0000190,BAO_0000218,organism-based format,NC12CC3CC(CC(C3)C1)C2,,,CHEMBL1128988,Bioorg. Med. Chem. Lett.,1996,,CHEMBL660,AMANTADINE,CHEMBL660,5.90,False,http://www.openphacts.org/units/Nanomolar,299886,=,1,True,=,,IC50,nM,,1250.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,1.25
,923707,[],CHEMBL698770,In vitro antiinfluenza activity against influenza virus A strain,F,BAO_0000190,BAO_0000218,organism-based format,Cc1nc2nccc-2c(NCc2cccc(N(C)C)c2)[nH]1,,,CHEMBL1128988,Bioorg. Med. Chem. Lett.,1996,,CHEMBL355930,,CHEMBL355930,4.75,False,http://www.openphacts.org/units/Nanomolar,299894,=,1,True,=,,IC50,nM,,18000.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,18.0
,923924,[],CHEMBL699365,Inhibition of plaque formation,F,BAO_0000190,BAO_0000218,organism-based format,CC(=O)N[C@@H]1[C@@H](N=C(N)N)C=C(C(=O)O)O[C@H]1C[C@H](O)CO.O=C(O)C(F)(F)F,,,CHEMBL1135180,Bioorg. Med. Chem. Lett.,2002,,CHEMBL416320,,CHEMBL1185467,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98249,=,1,True,=,,IC50,ug.mL-1,,0.01,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,10.0
,928246,[],CHEMBL699365,Inhibition of plaque formation,F,BAO_0000190,BAO_0000218,organism-based format,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1C(F)(F)[C@H](O)CO.O=C(O)C(F)(F)F,,,CHEMBL1135180,Bioorg. Med. Chem. Lett.,2002,,CHEMBL57832,,CHEMBL1179064,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98250,=,1,True,=,,IC50,ug.mL-1,,0.4,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,400.0
,930805,[],CHEMBL699365,Inhibition of plaque formation,F,BAO_0000190,BAO_0000218,organism-based format,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](N=[N+]=[N-])[C@H](O)CO.O=C(O)C(F)(F)F,,,CHEMBL1135180,Bioorg. Med. Chem. Lett.,2002,,CHEMBL299915,,CHEMBL1183483,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98253,=,1,True,=,,IC50,ug.mL-1,,0.0003,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,0.3
,933413,[],CHEMBL698770,In vitro antiinfluenza activity against influenza virus A strain,F,BAO_0000190,BAO_0000218,organism-based format,Cc1nc(NCc2ccccc2)c2cc[nH]c2n1,,,CHEMBL1128988,Bioorg. Med. Chem. Lett.,1996,,CHEMBL347425,ROLODINE,CHEMBL347425,,False,http://www.openphacts.org/units/Nanomolar,299890,>,1,True,>,,IC50,nM,,100000.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,100.0
,935151,[],CHEMBL699365,Inhibition of plaque formation,F,BAO_0000190,BAO_0000218,organism-based format,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](F)[C@H](O)CO.O=C(O)C(F)(F)F,,,CHEMBL1135180,Bioorg. Med. Chem. Lett.,2002,,CHEMBL293938,,CHEMBL1183378,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98255,=,1,True,=,,IC50,ug.mL-1,,0.0018,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,1.8
,936272,[],CHEMBL698770,In vitro antiinfluenza activity against influenza virus A strain,F,BAO_0000190,BAO_0000218,organism-based format,Cc1nc(NCCc2ccccc2)c2cc[nH]c2n1,,,CHEMBL1128988,Bioorg. Med. Chem. Lett.,1996,,CHEMBL422874,,CHEMBL422874,4.42,False,http://www.openphacts.org/units/Nanomolar,299893,=,1,True,=,,IC50,nM,,38400.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,38.4
,939085,[],CHEMBL698770,In vitro antiinfluenza activity against influenza virus A strain,F,BAO_0000190,BAO_0000218,organism-based format,Cc1nc(NCc2cccc(N3CCCC3)c2)c2cc[nH]c2n1,,,CHEMBL1128988,Bioorg. Med. Chem. Lett.,1996,,CHEMBL154604,,CHEMBL154604,5.32,False,http://www.openphacts.org/units/Nanomolar,299891,=,1,True,=,,IC50,nM,,4800.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,4.8
,940291,[],CHEMBL698770,In vitro antiinfluenza activity against influenza virus A strain,F,BAO_0000190,BAO_0000218,organism-based format,Cc1nc(NCCc2cccc(N3CCCCC3)c2)c2cc[nH]c2n1,,,CHEMBL1128988,Bioorg. Med. Chem. Lett.,1996,,CHEMBL157174,,CHEMBL157174,4.54,False,http://www.openphacts.org/units/Nanomolar,299888,=,1,True,=,,IC50,nM,,28600.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,28.6
,940566,[],CHEMBL699365,Inhibition of plaque formation,F,BAO_0000190,BAO_0000218,organism-based format,CCCCCCCCCCCCCCCC(=O)N[C@H]([C@H](O)CO)[C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,,,CHEMBL1135180,Bioorg. Med. Chem. Lett.,2002,,CHEMBL264282,,CHEMBL1182751,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98251,=,1,True,=,,IC50,ug.mL-1,,0.08,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,80.0
,941622,[],CHEMBL698770,In vitro antiinfluenza activity against influenza virus A strain,F,BAO_0000190,BAO_0000218,organism-based format,Cc1nc(NCc2cccc(N3CCCCC3)c2)c2cc[nH]c2n1,,,CHEMBL1128988,Bioorg. Med. Chem. Lett.,1996,,CHEMBL347206,,CHEMBL347206,5.64,False,http://www.openphacts.org/units/Nanomolar,299892,=,1,True,=,,IC50,nM,,2300.0,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,uM,UO_0000065,,2.3
,943147,[],CHEMBL699365,Inhibition of plaque formation,F,BAO_0000190,BAO_0000218,organism-based format,CO[C@H]([C@H](O)CO)[C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,,,CHEMBL1135180,Bioorg. Med. Chem. Lett.,2002,,CHEMBL436160,,CHEMBL466246,,False,http://www.openphacts.org/units/MicrogramPerMilliliter,98254,=,1,True,=,,IC50,ug.mL-1,,0.003,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,UO_0000274,,3.0
Not Determined,943151,[],CHEMBL699368,Inhibition of plaque formation not determined,F,BAO_0000190,BAO_0000218,organism-based format,CC(=O)N[C@H]([C@H](O)CO)[C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,,,CHEMBL1135180,Bioorg. Med. Chem. Lett.,2002,,CHEMBL56107,,CHEMBL1179041,,False,,98252,,1,False,,,IC50,,,,CHEMBL613740,Influenza A virus,Influenza A virus,11320,,,IC50,ng ml-1,,,
